NPI,NPPES Provider Last/Org Name,NPPES Provider First Name,NPPES Provider Zip Code,NPPES Provider State,Specialty Description,Total Claim Count,Opioid Claim Count,Opioid Prescribing Rate
1639257058,KRATZER,ALLAN,6451,CT,Radiation Oncology,135,11,8.15%
1982707238,KRAUS,DAVID,6473,CT,Optometry,66,0,0.00%
1851493969,KRAUS,MARK,6708,CT,Internal Medicine,7455,348,4.67%
1619002318,KRAUSE,ERIC,6708,CT,Dentist,12,,
1811911795,KRAUSE,ROBERT,6515,CT,Certified Clinical Nurse Specialist,945,0,0.00%
1952441123,KRAUSS,RONALD,6510,CT,Certified Nurse Midwife,34,0,0.00%
1437177896,KRAUTHAMER,MARTIN,6851,CT,Internal Medicine,15,0,0.00%
1437298981,KRAVECS,ROBERT,6825,CT,Dentist,20,0,0.00%
1811005622,KRAVETZ,JEFFREY,6516,CT,Internal Medicine,239,0,0.00%
1255373189,KRAVITZ,RICHARD,6516,CT,Psychiatry & Neurology,177,0,0.00%
1568433753,KREBSBACH,KEVIN,6119,CT,Otolaryngology,985,30,3.05%
1689649238,KREIDER,JOHN,6457,CT,Emergency Medicine,150,36,24.00%
1215997598,KREMENITZER,MARTIN,6810,CT,Psychiatry & Neurology,28,0,0.00%
1043356876,KREMER,JO,6519,CT,Psychiatry,728,0,0.00%
1497988711,KRENICKY,CATHERINE,6379,CT,Nurse Practitioner,1844,85,4.61%
1497795900,KRENICKY,PETER,6108,CT,Ophthalmology,152,0,0.00%
1619952124,KRESEL,GREGORY,6708,CT,Emergency Medicine,312,55,17.63%
1710196324,KRESPIN,HAYIM,6606,CT,Specialist,23,0,0.00%
1225065295,KRESSLEY,ANDREW,6475,CT,Maxillofacial Surgery,148,39,26.35%
1467481341,KRESSLEY,ELISABETH,6426,CT,Psychiatry,43,0,0.00%
1508898339,KRINSKY,MICHAEL,6002,CT,Neurology,2260,134,5.93%
1124084819,KRINSKY,RICHARD,6790,CT,Pulmonary Disease,5415,15,0.28%
1386672038,KRINSLEY,JAMES,6902,CT,Pulmonary Disease,1012,0,0.00%
1205132792,KRISHNA,NIKOLAS,6102,CT,Internal Medicine,54,0,0.00%
1295149607,KRISHNAMOORTHY,DHURGA DEVI,6030,CT,Student in an Organized Health Care Education/Training Program,21,,
1366615221,KRISHNAN,GURU,6030,CT,Student in an Organized Health Care Education/Training Program,43,0,0.00%
1528267358,KRISHNAN,SUBRAMANIAN,6457,CT,Cardiology,2849,,
1639337827,KRISHNASWAMY,JAYAPRIYA,6105,CT,Internal Medicine,634,,
1154538122,KRISTJANSSON,ARNI,6032,CT,Dermatology,372,0,0.00%
1245206663,KRITZER,LESTER,6040,CT,Endocrinology,1412,0,0.00%
1295904225,KROCHKO,KARY,6708,CT,Registered Nurse,205,,
1609871144,KROEPEL,ROBERT,6460,CT,Dentist,35,11,31.43%
1952531386,KROL,EMILIA,6706,CT,Student in an Organized Health Care Education/Training Program,15,13,86.67%
1922178557,KROLL,SHERRY,6260,CT,Internal Medicine,4252,165,3.88%
1255338596,KROMPINGER,WARREN,6106,CT,Orthopedic Surgery,491,200,40.73%
1770524068,KRON,STEVEN,6050,CT,Anesthesiology,14,0,0.00%
1972687952,KRONICK,LINDA,6339,CT,Dentist,56,0,0.00%
1912041260,KRONISCH,LOUIS,6320,CT,Physician Assistant,19,14,73.68%
1669885059,KRONSTADT,KENNETH,6510,CT,Student in an Organized Health Care Education/Training Program,26,,
1881695070,KROSI,ZIFE,6702,CT,Internal Medicine,2491,70,2.81%
1215935168,KRUG,ROBERT,6112,CT,Physical Medicine and Rehabilitation,320,11,3.44%
1881684918,KRUGER,DAVID,6105,CT,Orthopedic Surgery,109,71,65.14%
1609896273,KRUGER,GERARD,6069,CT,Medical Oncology,1673,106,6.34%
1801992417,KRUGER,NATHAN,6473,CT,Cardiology,2092,0,0.00%
1972602209,KRUGER,SUSAN,6516,CT,Psychiatry & Neurology,203,0,0.00%
1801984927,KRULEE,DAVID,6492,CT,Neuropsychiatry,213,0,0.00%
1922011873,KRULIKOWSKI,NANCY,6706,CT,Nurse Practitioner,2931,115,3.92%
1609897123,KRUMEICH,JONATHAN,6062,CT,Internal Medicine,1466,53,3.62%
1396089777,KRUSE,REBECCA,6067,CT,Nurse Practitioner,43,0,0.00%
1285660860,KRUSTAPENTUS,KAREN,6082,CT,Nurse Practitioner,494,16,3.24%
1255759536,KRVESHI,LIRIM,6810,CT,Student in an Organized Health Care Education/Training Program,31,0,0.00%
1609938919,KRYGER,MEIR,6492,CT,Pulmonary Disease,19,0,0.00%
1790038735,KRYNICKI,ELIZABETH,6013,CT,Nurse Practitioner,390,110,28.21%
1336226240,KRYSTAL,JOHN,6516,CT,Psychiatry & Neurology,74,0,0.00%
1700087228,KU,PEGGY,6117,CT,Obstetrics/Gynecology,96,,
1386832210,KUBIT,CHRISTIANE,6810,CT,Psychiatry,720,0,0.00%
1558473769,KUCHARCHIK,THOMAS,6340,CT,Family Practice,2853,160,5.61%
1821094822,KUCHEL,GEORGE,6030,CT,Geriatric Medicine,415,,
1942210851,KUCHER,TARAS,6820,CT,Vascular Surgery,204,12,5.88%
1699855676,KUDISH,FREDRIC,6450,CT,Dentist,15,,
1407854276,KUDLER,ALAN,6052,CT,Cardiology,1291,0,0.00%
1427016989,KUECK,ANGELA,6030,CT,Gynecological/Oncology,131,25,19.08%
1194043166,KUECK,KATHLEEN,6457,CT,Obstetrics/Gynecology,16,,
1558678433,KUGEL,DOUGLAS,6810,CT,Physician Assistant,63,15,23.81%
1235173873,KUGELMAN,LISA,6107,CT,Dermatology,1428,,
1326064197,KUGLER,ROBERT,6706,CT,Emergency Medicine,223,41,18.39%
1801987201,KUIPER,ODIN,6001,CT,Obstetrics/Gynecology,127,,
1184694747,KULAGA,ELLEN,6854,CT,Internal Medicine,2967,26,0.88%
1851361117,KULAGA,MARK,6850,CT,Internal Medicine,190,13,6.84%
1073524104,KULAKOV,SLAVA,6824,CT,Internal Medicine,7798,205,2.63%
1942207022,KULKARNI,AMITA,6450,CT,Dentist,53,16,30.19%
1962659821,KULKARNI,MEENAL,6810,CT,Dentist,33,11,33.33%
1811951460,KULKARNI,RAJEEV,6109,CT,Dentist,44,0,0.00%
1306829528,KULKARNI,SANJAY,6519,CT,General Surgery,128,,
1437489663,KULL,RICHARD,6492,CT,Psychiatry,3381,0,0.00%
1578733622,KULL,YVONNE,6460,CT,Nurse Practitioner,2135,0,0.00%
1548336472,KULOWSKI,THOMAS,6010,CT,Dentist,105,,
1790045086,KULYAK,YURIY,6032,CT,Student in an Organized Health Care Education/Training Program,326,,
1710942602,KUMAR,AJAY,6102,CT,Internal Medicine,28,0,0.00%
1902064744,KUMAR,ANSHU,6226,CT,Dentist,12,,
1982835567,KUMAR,ANUPAM,6030,CT,Student in an Organized Health Care Education/Training Program,54,,
1295721942,KUMAR,BABU,6514,CT,Internal Medicine,15746,462,2.93%
1578977922,KUMAR,BHAVYA,6510,CT,Internal Medicine,25,0,0.00%
1386645448,KUMAR,CHANDRIKA,6510,CT,Geriatric Medicine,386,0,0.00%
1043472228,KUMAR,MANDEEP,6067,CT,Internal Medicine,270,24,8.89%
1255681375,KUMAR,MCLYNN,6510,CT,Nurse Practitioner,445,33,7.42%
1497067318,KUMAR,NISHA,6510,CT,Nurse Practitioner,14,0,0.00%
1447227483,KUMAR,NISHI,6066,CT,Internal Medicine,6642,669,10.07%
1043268691,KUMAR,PRATHIBHA,6514,CT,Internal Medicine,3429,166,4.84%
1558773531,KUMAR,SHRUTI,6457,CT,Student in an Organized Health Care Education/Training Program,66,,
1215199179,KUMAR,SIMI,6030,CT,Student in an Organized Health Care Education/Training Program,128,0,0.00%
1184721607,KUMAR,SUJATHA,6851,CT,Internal Medicine,4660,57,1.22%
1558354340,KUMAR,THAMPU,6810,CT,Obstetrics/Gynecology,26,0,0.00%
1447392485,KUMAR,TOSHITA,6010,CT,Pulmonary Disease,200,0,0.00%
1225040637,KUMAR,VARINDER,6105,CT,Internal Medicine,242,20,8.26%
1326357955,KUMARADHAS,CATHERINE,6418,CT,Internal Medicine,350,,
1902802010,KUMIK,MARIA,6111,CT,Dentist,21,0,0.00%
1548431604,KUMMER,NICOLE,6510,CT,Obstetrics/Gynecology,23,0,0.00%
1760893408,KUN,LILLIAN,6810,CT,Student in an Organized Health Care Education/Training Program,17,0,0.00%
1639262686,KUNG,ERIC,6902,CT,Neurology,1458,124,8.50%
1316920218,KUNKEL,JOEL,6614,CT,Emergency Medicine,160,,
1013901453,KUNKEL,STEPHENIE,6611,CT,Physician Assistant,79,18,22.78%
1437154242,KUNKES,STEVEN,6824,CT,Cardiology,9413,0,0.00%
1265666184,KUNSTMAN,JOHN,6510,CT,Student in an Organized Health Care Education/Training Program,22,17,77.27%
1376824516,KUNTZEN,CHRISTIAN,6610,CT,Student in an Organized Health Care Education/Training Program,464,,
1326322017,KUNZE,CALLIE,6850,CT,Physician Assistant,31,11,35.48%
1447206909,KUPINSKI,DARLENE,6019,CT,Certified Clinical Nurse Specialist,1540,0,0.00%
1285676353,KUPIS,ROBERT,6385,CT,Physician Assistant,2593,,
1043315203,KUPRACZ,BETTY,6035,CT,Internal Medicine,4359,136,3.12%
1679657100,KUPSON,WALTER,6451,CT,Family Practice,189,17,8.99%
1922431667,KUREK,KIMBERLEY,6051,CT,Nurse Practitioner,330,,
1396739397,KURESHI,INAM,6106,CT,Neurosurgery,60,15,25.00%
1114193265,KURIAN,KAREN,6606,CT,Physician Assistant,18,,
1174604532,KURIAN,LESLIE,6610,CT,Psychiatry,1305,0,0.00%
1003876228,KURIAN,LISA,6830,CT,Internal Medicine,4285,50,1.17%
1912965708,KURIEN,SANTHA,6810,CT,Psychiatry,2523,0,0.00%
1356419196,KURILEC,JEFFREY,6611,CT,Ophthalmology,107,0,0.00%
1447265228,KURISH,DAVID,6069,CT,Cardiology,15298,565,3.69%
1861575490,KURJANOWICZ,ANDREW,6483,CT,Dentist,197,36,18.27%
1003966342,KURKER,RAYMOND,6074,CT,Family Practice,5855,172,2.94%
1962645192,KURLANDER,CARA,6516,CT,Internal Medicine,92,,
1033104245,KUROWSKI,KATHLEEN,6320,CT,General Surgery,86,33,38.37%
1871728972,KURRA,ANUPAMA,6320,CT,Physical Medicine and Rehabilitation,329,190,57.75%
1336329465,KURTAKOTI,SOWMYA,6112,CT,Family Practice,3046,90,2.95%
1285655365,KURTH-BOTNICK,PAMELA,6117,CT,Psychiatry,347,0,0.00%
1720172836,KURTZ,CAROLINE,6850,CT,Pulmonary Disease,2056,36,1.75%
1699752287,KURTZ,MARSHALL,6810,CT,Oral Surgery (dentists only),374,114,30.48%
1831420884,KURTZ,RENEE,6410,CT,Dentist,14,,
1063657294,KURTZMAN,HEATHER,6030,CT,Physician Assistant,163,57,34.97%
1093035883,KURTZMAN,JASON,6030,CT,Emergency Medicine,237,60,25.32%
1457357451,KURTZMAN,SCOTT,6762,CT,Surgical Oncology,84,,
1801809900,KURU,RANJIT,6040,CT,Internal Medicine,6194,261,4.21%
1205246865,KURUKULASURIYA,DAYANTHI,6040,CT,Student in an Organized Health Care Education/Training Program,14,0,0.00%
1669485819,KURUKULASURIYA,RANJANI,6002,CT,Psychiatry,2825,0,0.00%
1851474126,KURZ,KENNETH,6451,CT,Urology,2343,94,4.01%
1336461318,KURZMAN,HENIE,6382,CT,Dentist,47,,
1952684938,KUSEN,OLEH,6475,CT,Nurse Practitioner,381,0,0.00%
1396790960,KUTCHER,LESLIE,6824,CT,Surgery,33,0,0.00%
1962556712,KUZMIC,JOSEPH,6355,CT,Dentist,46,,
1922444371,KUZMIK,GREGORY,6510,CT,Student in an Organized Health Care Education/Training Program,33,,
1295979094,KUZMIN,FRANK,6790,CT,Dentist,45,,
1790777316,KVAM,DAVID,6106,CT,Neurosurgery,84,21,25.00%
1548242977,KVETON,JOHN,6519,CT,Otolaryngology,628,,
1619259611,KWASSMAN,DEVON,6790,CT,Nurse Practitioner,3325,82,2.47%
1265563449,KWEI,STEPHANIE,6519,CT,Plastic and Reconstructive Surgery,16,,
1578530507,KWITTKEN,PAMELA,6776,CT,Allergy/Immunology,299,0,0.00%
1265584650,KWOCHKA,ROBERT,6460,CT,Dentist,35,,
1508806035,KWOK,PATRICK,6824,CT,Sports Medicine,100,49,49.00%
1528079209,KWOK,VERNON,6102,CT,Dentist,172,35,20.35%
1912937129,KWOLEK,GEMMA,6614,CT,Dentist,21,,
1326347873,KWON,GRACE,6511,CT,Neuropsychiatry,208,0,0.00%
1972633741,KWON,JEFF,6610,CT,Pulmonary Disease,179,0,0.00%
1598029571,KWON,LAWRENCE,6418,CT,Student in an Organized Health Care Education/Training Program,27,0,0.00%
1083683320,KWON,SOOJUNG,6610,CT,Geriatric Medicine,115,,
1881879674,KYANKO,KELLY,6513,CT,Internal Medicine,1151,12,1.04%
1487061669,KYCIA,NICHOLE,6066,CT,Physician Assistant,20,,
1326451303,KYLE,WESLEY,6102,CT,Student in an Organized Health Care Education/Training Program,11,,
1346253457,KYRCZ,ROBERT,6437,CT,Family Practice,2761,166,6.01%
1851730436,KYRIAKOS,VENETIA,6807,CT,Dentist,13,0,0.00%
1790129427,KYTE,NATASHA,6810,CT,Student in an Organized Health Care Education/Training Program,60,,
1033178926,L'HEUREUX,CYNTHIA,6340,CT,Nurse Practitioner,17,0,0.00%
1245594191,L'HEUREUX,JENNIFER,6450,CT,Dentist,30,,
1780995712,L'HEUREUX,LUKE,6030,CT,Student in an Organized Health Care Education/Training Program,24,16,66.67%
1558615153,LA,LINDA,6468,CT,Nurse Practitioner,381,227,59.58%
1477656569,LA MONICA,CHARLES,6810,CT,Obstetrics/Gynecology,170,,
1841399334,LAAKSO,WILLIAM,6106,CT,Internal Medicine,5790,284,4.91%
1649202144,LABADIA,GAIL,6418,CT,Internal Medicine,1267,45,3.55%
1932189487,LABARBERA,LARA,6030,CT,Physician Assistant,408,180,44.12%
1184632028,LABARBERA,PETER,6708,CT,Podiatry,205,38,18.54%
1689692055,LABARRE,ROBERT,6905,CT,Cardiology,1719,0,0.00%
1972661098,LABELLA,WILLIAM,6470,CT,Dentist,53,,
1861748360,LABINSON,AMALIA,6106,CT,Nurse Practitioner,75,0,0.00%
1295782548,LABINSON,PAUL,6106,CT,Endocrinology,3079,0,0.00%
1699786582,LABONTE,KRISTINA,6824,CT,Physician Assistant,1057,30,2.84%
1154655504,LABRUM,JENNIFER,6856,CT,Physician Assistant,73,37,50.68%
1073690772,LABRUZZA,ANTHONY,6610,CT,Psychiatry,149,0,0.00%
1497802417,LACERTE,LINDA,6382,CT,Family Practice,2156,145,6.73%
1801048392,LACERVA-HAHN,JOANN,6110,CT,Physician Assistant,51,,
1295700813,LACHANCE,DAVID,6260,CT,Nurse Practitioner,61,22,36.07%
1972623338,LACHANCE,GARY,6471,CT,Dentist,45,,
1255634978,LACHANCE,JENNIFER,6360,CT,Physician Assistant,17,16,94.12%
1154357671,LACHANCE,MICHELLE,6706,CT,Physician Assistant,218,40,18.35%
1750641270,LACHAPPELLE,ASHLEY,6105,CT,Physician Assistant,41,0,0.00%
1477868958,LACKA,IWONA,6850,CT,Geriatric Medicine,1710,89,5.20%
1700815040,LACOSTE-HAMEL,CATHERINE,6106,CT,Certified Clinical Nurse Specialist,185,,
1689833881,LACOURSIERE,SHERYL,6708,CT,Nurse Practitioner,61,0,0.00%
1053392951,LACY,JILL,6519,CT,Medical Oncology,217,19,8.76%
1174845150,LACY,PETER,6382,CT,Dentist,52,,
1124468160,LAD,NEHA,6510,CT,Student in an Organized Health Care Education/Training Program,44,15,34.09%
1245530682,LADYKA,REBECCA,6260,CT,Physician Assistant,184,42,22.83%
1003937301,LAFAYETTE,JEAN,6002,CT,Dentist,26,,
1811283203,LAFAYETTE,NATHAN,6708,CT,Student in an Organized Health Care Education/Training Program,12,,
1902079304,LAFF,RACHEL,6516,CT,Internal Medicine,272,,
1760495881,LAFLAMME,CHERYL,6110,CT,Nurse Practitioner,1092,61,5.59%
1730233305,LAFRENIER,ROY,6106,CT,Psychiatry & Neurology,1472,0,0.00%
1699771691,LAFRENIERE,DENIS,6030,CT,Otolaryngology,351,,
1417261124,LAGANA,GAIL,6067,CT,Nurse Practitioner,1231,149,12.10%
1114068848,LAGARDE,SUZANNE,6510,CT,Internal Medicine,63,0,0.00%
1124383112,LAGASSE,ANDREA,6040,CT,Physician Assistant,42,18,42.86%
1255745014,LAGASSE,JACQUELINE,6385,CT,Nurse Practitioner,12,0,0.00%
1619968914,LAGO,FRANCISCO,6905,CT,Podiatry,248,13,5.24%
1902805781,LAGUARDIA,RALPH,6250,CT,Internal Medicine,8906,734,8.24%
1114208758,LAHAIE,MARISSA,6239,CT,Nurse Practitioner,2393,17,0.71%
1316292360,LAHAR,VIKAS,6850,CT,Student in an Organized Health Care Education/Training Program,38,0,0.00%
1518054113,LAHAV,AMIT,6460,CT,Orthopedic Surgery,278,96,34.53%
1730203035,LAHEY,BRENTON,6824,CT,Dentist,138,27,19.57%
1841298700,LAHIRI,BIMALIN,6105,CT,Pulmonary Disease,1378,,
1437126968,LAHMAN,JEROME,6066,CT,Pediatric Medicine,23,0,0.00%
1063515153,LAHRMANN,PHILIP,6102,CT,Obstetrics/Gynecology,38,0,0.00%
1346371465,LAHTINEN,MALISA,6416,CT,Family Practice,4640,107,2.31%
1790823888,LAI,JAMES,6510,CT,Internal Medicine,3646,75,2.06%
1861499949,LAI,PIT KEUNG,6475,CT,Dentist,79,,
1982040416,LAI,SAIEN,6510,CT,Student in an Organized Health Care Education/Training Program,38,,
1174614879,LAIFER,JULIE,6890,CT,Obstetrics/Gynecology,61,,
1275518102,LAIRD,DENNIS,6708,CT,Emergency Medicine,507,100,19.72%
1114286754,LAKDAWALA,NIKITA,6032,CT,Student in an Organized Health Care Education/Training Program,88,0,0.00%
1174783427,LAKE,AEUMURO,6032,CT,Obstetrics/Gynecology,196,0,0.00%
1134448269,LAKE,CARISSA,6032,CT,Student in an Organized Health Care Education/Training Program,12,12,100.00%
1376639963,LAKES,STEVEN,6415,CT,Dentist,72,,
1356647044,LAKIREDDY,PRAJAPATHI,6032,CT,Internal Medicine,536,,
1518963537,LAKSHMINARAYANAN,SANTHANAM,6030,CT,Rheumatology,2034,227,11.16%
1134133101,LAKSHMIPATHY,JITENDRANATH,6105,CT,Emergency Medicine,65,17,26.15%
1598935389,LAL,BINDU,6405,CT,Psychiatry,1499,0,0.00%
1508874470,LAL,HIMAL,6708,CT,Internal Medicine,12,0,0.00%
1265683114,LALL,PRIYANKA,6610,CT,Allergy/Immunology,26,0,0.00%
1891794087,LALLY,ANNE,6106,CT,General Surgery,195,72,36.92%
1558542670,LALLY,JOHN,6088,CT,Nurse Practitioner,134,0,0.00%
1255394680,LAM,CHUN WANG,6611,CT,Gastroenterology,1291,11,0.85%
1013200187,LAM,COLLEEN,33461,CT,Dentist,28,,
1184034563,LAM,JOANNE,6102,CT,Student in an Organized Health Care Education/Training Program,53,0,0.00%
1477574929,LAM,SI-HOI,6405,CT,Internal Medicine,4864,55,1.13%
1891890661,LAMAR,DEBRA,6106,CT,Nurse Practitioner,21,0,0.00%
1689694275,LAMASTRA,PHILIP,6824,CT,Obstetrics/Gynecology,26,,
1467581769,LAMAY,CALLIE,6475,CT,Podiatry,41,,
1487915039,LAMB,ELLEN,6032,CT,Student in an Organized Health Care Education/Training Program,18,,
1265871966,LAMB,LAURA,6032,CT,Student in an Organized Health Care Education/Training Program,29,,
1114326261,LAMB,MARGUERITE,6416,CT,Nurse Practitioner,68,,
1528293263,LAMB,TANEYA,6850,CT,Student in an Organized Health Care Education/Training Program,12,0,0.00%
1831197706,LAMBE,THOMAS,6457,CT,Family Practice,663,17,2.56%
1285803528,LAMBERT,ERICA,6030,CT,Urology,206,,
1558696328,LAMBERT,PAMELA,6902,CT,Physician Assistant,12,,
1205949658,LAMBERTON,ROBERT,6320,CT,Endocrinology,2054,,
1265593313,LAMBIE-PARISE,CAROL,6511,CT,Nurse Practitioner,49,0,0.00%
1518936749,LAMBRIGHT,MELISSA,6107,CT,Optometry,54,0,0.00%
1932428471,LAMIKANRA,OPEYEMI,6510,CT,Student in an Organized Health Care Education/Training Program,14,,
1649449489,LAMIROY,LAURA,6475,CT,Nurse Practitioner,37,17,45.95%
1114127735,LAMONICA,RACHEL,6052,CT,Obstetrics/Gynecology,207,,
1942276977,LAMONTAGNE,ARTHUR,6040,CT,Urology,2266,41,1.81%
1881613537,LAMONTE,THOMAS,6610,CT,Emergency Medicine,103,27,26.21%
1952314916,LAMOTHE,HENRI,6089,CT,Emergency Medicine,454,58,12.78%
1063853083,LAMOUCHI,MANEL,6484,CT,Optometry,29,0,0.00%
1326048281,LAMOUR,GISELA,6608,CT,Nurse Practitioner,156,,
1558359752,LAMPERT,RACHEL,6519,CT,Cardiology,216,0,0.00%
1710206321,LAMPHIER,DANIEL,6416,CT,Family Practice,680,89,13.09%
1265529671,LAMPLEY,CARRIE,6851,CT,Nurse Practitioner,1652,333,20.16%
1558306431,LAMPSON,LAWRENCE,6052,CT,Emergency Medicine,372,129,34.68%
1508208232,LAMPTEY,LESLIE,6606,CT,Student in an Organized Health Care Education/Training Program,376,,
1942272117,LAMPUGNALE,PATRICIA,6033,CT,Family Practice,2202,12,0.54%
1801844675,LANAO,FAUSTO,6708,CT,Internal Medicine,6204,93,1.50%
1396714564,LANCASTER,GILEAD,6610,CT,Cardiology,58,0,0.00%
1003876368,LANDAU,ALAN,6611,CT,Gastroenterology,1457,12,0.82%
1639176597,LANDAU,CHARLES,6611,CT,Cardiology,5082,0,0.00%
1972721405,LANDAU,JEFFREY,6105,CT,Neuropsychiatry,479,0,0.00%
1679524052,LANDAU,MARC,6492,CT,Physician Assistant,17,0,0.00%
1962559245,LANDESBERG,REGINA,6030,CT,Oral Surgery (dentists only),60,11,18.33%
1922070010,LANDESMAN,RICHARD,6902,CT,Specialist,16,0,0.00%
1831229657,LANDIN,STEVEN,6470,CT,Dentist,32,0,0.00%
1154367308,LANDINO,JOAN,6473,CT,Nurse Practitioner,148,0,0.00%
1891132254,LANDIS,BRANDI,6032,CT,Student in an Organized Health Care Education/Training Program,25,,
1750597050,LANDMAN,STEVEN,6029,CT,Dentist,18,0,0.00%
1407034945,LANDMANN,DAN,6902,CT,Ophthalmology,327,0,0.00%
1659646875,LANDRENEAU,MARK,6510,CT,Student in an Organized Health Care Education/Training Program,29,0,0.00%
1093783326,LANDRY,ARTHUR,6002,CT,Internal Medicine,642,0,0.00%
1891735874,LANDRY,ARTHUR,6708,CT,Obstetrics/Gynecology,328,19,5.79%
1932311305,LANDRY,JONATHAN,6606,CT,Emergency Medicine,108,36,33.33%
1598052573,LANDRY,JULIA,6030,CT,Student in an Organized Health Care Education/Training Program,19,,
1669718862,LANDWIRTH,JULIUS,6516,CT,Pediatric Medicine,26,0,0.00%
1467599712,LANDY,FREDERICK,6033,CT,Dentist,47,,
1659475911,LANE,AMY,6334,CT,Nurse Practitioner,172,0,0.00%
1033140876,LANE,EDWARD,6606,CT,Otolaryngology,1109,22,1.98%
1366465973,LANE,JEFFREY,6333,CT,Obstetrics/Gynecology,50,0,0.00%
1093765232,LANE,KIMBERLY,6260,CT,Certified Clinical Nurse Specialist,3832,,
1245410422,LANE,KRISTINE,6706,CT,Physician Assistant,104,50,48.08%
1477546018,LANE,STEVEN,6105,CT,Cardiology,3098,,
1831176767,LANE,THOMAS,6052,CT,Internal Medicine,1496,34,2.27%
1518143502,LANG,MICHAEL,6339,CT,Family Practice,2085,83,3.98%
1982669537,LANG,ROBERT,6443,CT,Endocrinology,2459,0,0.00%
1861508699,LANGAN,KEVIN,6450,CT,Dentist,105,,
1285070730,LANGBERG,KARL,6510,CT,Student in an Organized Health Care Education/Training Program,48,,
1710017181,LANGDON,ROBERT,6437,CT,Dermatology,35,,
1255372728,LANGE,STEPHAN,6105,CT,Neurosurgery,171,107,62.57%
1265445266,LANGELAND,ROLF,6824,CT,Sports Medicine,170,62,36.47%
1538245766,LANGENAUER,BERNARD,6112,CT,Psychiatry,29,0,0.00%
1376961946,LANGERMAN,JARED,6510,CT,Student in an Organized Health Care Education/Training Program,67,18,26.87%
1619916707,LANGERMAN,SUSAN,6520,CT,Nurse Practitioner,77,0,0.00%
1124461371,LANGLOIS,JASON,6320,CT,Physician Assistant,147,15,10.20%
1194924290,LANGOU,ALBERT,6790,CT,Internal Medicine,68,,
1508056185,LANGSAM,JEFFREY,6051,CT,Hematology/Oncology,504,47,9.33%
1992037188,LANHAM,ELIZABETH,6360,CT,Nurse Practitioner,207,63,30.43%
1215016639,LANKENAU,HELEN,6511,CT,Psychiatry & Neurology,208,0,0.00%
1285969857,LANOIE,CATHY,6716,CT,Nurse Practitioner,162,85,52.47%
1174577811,LANSFORD,JEREMY,6078,CT,Dentist,45,,
1336227172,LANSKY,ALEXANDRA,6511,CT,Cardiology,17,,
1770787541,LANSON,BIANA,6902,CT,Otolaryngology,297,,
1124168653,LANTIERE,MICHAEL,6062,CT,Dentist,65,0,0.00%
1730127382,LANTNER,HOWARD,6105,CT,Neurosurgery,194,130,67.01%
1881689578,LANTOS,JOSEPH,6480,CT,Dentist,114,,
1134132178,LANZA,ANGELA,6066,CT,Nurse Practitioner,1387,,
1043341050,LANZETTI,RALPH,6260,CT,Optometry,44,0,0.00%
1528183076,LANZONE HANNIGAN,WANDA,6611,CT,Dentist,150,,
1164861969,LAO,MICHAEL,6032,CT,Student in an Organized Health Care Education/Training Program,165,60,36.36%
1932466778,LAPALME,SULEIMAN,6706,CT,Student in an Organized Health Care Education/Training Program,102,,
1255302220,LAPKIN,ROBERT,6051,CT,Nephrology,740,0,0.00%
1922088699,LAPOLLA,GARY,6105,CT,Emergency Medicine,148,38,25.68%
1639136526,LAPORTA,VINCENT,6042,CT,Dentist,143,17,11.89%
1609889641,LAPORTE,J. CAREY,6415,CT,Family Practice,16501,919,5.57%
1376518878,LAPPEN,CONSTANCE,6415,CT,Nurse Practitioner,893,306,34.27%
1750447355,LARDNER,JENNIFER,6030,CT,Physician Assistant,23,,
1205096401,LARES,DANIELA,6450,CT,Psychiatry & Neurology,1419,0,0.00%
1629103841,LARO,KENNETH,6042,CT,Dentist,47,,
1326132077,LAROCCA,CHARLOTTE,6106,CT,Psychiatry & Neurology,30,0,0.00%
1831519289,LAROSA,CAROLINE,6105,CT,Student in an Organized Health Care Education/Training Program,19,0,0.00%
1023318672,LAROSA,FRANK,6460,CT,Naturopath,73,,
1154545846,LAROSA,ROBERT,6798,CT,Dentist,38,,
1033105929,LARRISON,WAYNE,6519,CT,Ophthalmology,248,,
1982044012,LARSEN,AMMON,6030,CT,Student in an Organized Health Care Education/Training Program,371,,
1588747349,LARSON,THOMAS,6457,CT,Orthopedic Surgery,334,273,81.74%
1477695849,LARUE,TRACIE,6108,CT,Nurse Practitioner,365,21,5.75%
1114915766,LASALA,ANTHONY,6033,CT,Cardiology,6597,,
1265545081,LASALA,CHRISTINE,6102,CT,Obstetrics/Gynecology,410,11,2.68%
1275547358,LASALA,FRANCIS,6030,CT,Emergency Medicine,53,,
1932148848,LASALA,JOHANNA,6477,CT,Hematology/Oncology,976,82,8.40%
1588668412,LASER,MARK,6611,CT,Obstetrics/Gynecology,41,,
1235137290,LASHGARI,MANOCHER,6105,CT,Obstetrics/Gynecology,21,,
1013144039,LASKOWSKI,STELLA,6082,CT,Dentist,89,0,0.00%
1003188814,LASKY,JODI,6706,CT,Physician Assistant,27,,
1013930809,LASNIER,RICHARD,6108,CT,Dentist,28,,
1932322120,LASSER,JAY,6032,CT,Psychiatry & Neurology,139,0,0.00%
1629040357,LASSMAN,MARSHALL,6105,CT,Endocrinology,3010,,
1629003918,LAST,GARY,6002,CT,Dermatology,968,0,0.00%
