State,State Name,Year,Month,Period,Indicator,Data Value,Percent Complete,Percent Pending Investigation,Footnote
NY,New York,2016,November,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",1029,100,0.541549382,
NY,New York,2016,December,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",1085,100,0.5862103878,
NY,New York,2017,January,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",1107,100,0.6859625196,*Likely underreported due to incomplete data
NY,New York,2015,January,12 month-ending,Percent with drugs specified,95.3642384106,100,0.2786842787,
NY,New York,2015,June,12 month-ending,Natural & semi-synthetic opioids (T40.2),434,100,0.3090328791,
NY,New York,2015,October,12 month-ending,Psychostimulants with abuse potential (T43.6),35,100,0.37075739,
NY,New York,2015,November,12 month-ending,Psychostimulants with abuse potential (T43.6),34,100,0.3952688736,
NY,New York,2015,December,12 month-ending,Psychostimulants with abuse potential (T43.6),36,100,0.4051748649,
NY,New York,2016,January,12 month-ending,Psychostimulants with abuse potential (T43.6),45,100,0.4090690611,
NY,New York,2016,February,12 month-ending,Psychostimulants with abuse potential (T43.6),47,100,0.4022699519,
NY,New York,2016,March,12 month-ending,Psychostimulants with abuse potential (T43.6),46,100,0.4107769759,
NY,New York,2016,April,12 month-ending,Psychostimulants with abuse potential (T43.6),55,100,0.4245015713,
NY,New York,2017,February,12 month-ending,Cocaine (T40.5),509,100,0.8264796815,*Likely underreported due to incomplete data
NY,New York,2016,June,12 month-ending,Psychostimulants with abuse potential (T43.6),68,100,0.4657777045,
NY,New York,2016,July,12 month-ending,Psychostimulants with abuse potential (T43.6),72,100,0.4842415438,
NY,New York,2016,August,12 month-ending,Psychostimulants with abuse potential (T43.6),74,100,0.4947185453,
NY,New York,2016,September,12 month-ending,Psychostimulants with abuse potential (T43.6),76,100,0.5153263391,
NY,New York,2016,October,12 month-ending,Psychostimulants with abuse potential (T43.6),78,100,0.5322203536,
NY,New York,2016,November,12 month-ending,Psychostimulants with abuse potential (T43.6),84,100,0.541549382,
NY,New York,2015,August,12 month-ending,Methadone (T40.3),120,100,0.3377560897,
NY,New York,2015,September,12 month-ending,Methadone (T40.3),125,100,0.3532999829,
NY,New York,2015,October,12 month-ending,Methadone (T40.3),119,100,0.37075739,
NY,New York,2015,November,12 month-ending,Methadone (T40.3),118,100,0.3952688736,
NY,New York,2015,December,12 month-ending,Methadone (T40.3),122,100,0.4051748649,
NY,New York,2016,January,12 month-ending,Methadone (T40.3),121,100,0.4090690611,
NY,New York,2015,July,12 month-ending,Number of Deaths,98964,100,0.3223394366,
NY,New York,2015,August,12 month-ending,Number of Deaths,99184,100,0.3377560897,
NY,New York,2015,September,12 month-ending,Number of Deaths,99349,100,0.3532999829,
NY,New York,2015,November,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",515,100,0.3952688736,
NY,New York,2015,December,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",532,100,0.4051748649,
NY,New York,2016,January,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",569,100,0.4090690611,
NY,New York,2016,February,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",625,100,0.4022699519,
NY,New York,2016,March,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",670,100,0.4107769759,
NY,New York,2016,April,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",704,100,0.4245015713,
NY,New York,2016,May,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",748,100,0.4382572828,
NY,New York,2016,June,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",806,100,0.4657777045,
NY,New York,2016,July,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",852,100,0.4842415438,
NY,New York,2016,August,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",892,100,0.4947185453,
NY,New York,2016,September,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",932,100,0.5153263391,
NY,New York,2015,January,12 month-ending,Natural & semi-synthetic opioids (T40.2),431,100,0.2786842787,
NY,New York,2015,February,12 month-ending,Natural & semi-synthetic opioids (T40.2),422,100,0.2946054244,
NY,New York,2015,March,12 month-ending,Natural & semi-synthetic opioids (T40.2),412,100,0.3064820963,
NY,New York,2015,April,12 month-ending,Natural & semi-synthetic opioids (T40.2),431,100,0.3073791349,
NY,New York,2015,May,12 month-ending,Natural & semi-synthetic opioids (T40.2),432,100,0.3133238694,
NY,New York,2015,August,12 month-ending,Psychostimulants with abuse potential (T43.6),36,100,0.3377560897,
NY,New York,2015,July,12 month-ending,Natural & semi-synthetic opioids (T40.2),446,100,0.3223394366,
NY,New York,2015,August,12 month-ending,Natural & semi-synthetic opioids (T40.2),465,100,0.3377560897,
NY,New York,2015,September,12 month-ending,Natural & semi-synthetic opioids (T40.2),469,100,0.3532999829,
NY,New York,2015,November,12 month-ending,Heroin (T40.1),663,100,0.3952688736,
NY,New York,2015,October,12 month-ending,Natural & semi-synthetic opioids (T40.2),465,100,0.37075739,
NY,New York,2016,March,12 month-ending,Heroin (T40.1),725,100,0.4107769759,
NY,New York,2015,November,12 month-ending,Natural & semi-synthetic opioids (T40.2),472,100,0.3952688736,
NY,New York,2015,December,12 month-ending,Natural & semi-synthetic opioids (T40.2),479,100,0.4051748649,
NY,New York,2016,January,12 month-ending,Natural & semi-synthetic opioids (T40.2),479,100,0.4090690611,
NY,New York,2015,January,12 month-ending,Methadone (T40.3),126,100,0.2786842787,
NY,New York,2015,February,12 month-ending,Methadone (T40.3),121,100,0.2946054244,
NY,New York,2015,March,12 month-ending,Methadone (T40.3),115,100,0.3064820963,
NY,New York,2015,April,12 month-ending,Methadone (T40.3),126,100,0.3073791349,
NY,New York,2015,May,12 month-ending,Methadone (T40.3),126,100,0.3133238694,
NY,New York,2015,June,12 month-ending,Methadone (T40.3),120,100,0.3090328791,
NY,New York,2015,July,12 month-ending,Methadone (T40.3),120,100,0.3223394366,
NY,New York,2015,January,12 month-ending,Number of Deaths,96525,100,0.2786842787,
NY,New York,2015,February,12 month-ending,Number of Deaths,97079,100,0.2946054244,
NY,New York,2015,March,12 month-ending,Number of Deaths,97885,100,0.3064820963,
NY,New York,2015,April,12 month-ending,Number of Deaths,98250,100,0.3073791349,
NY,New York,2015,May,12 month-ending,Number of Deaths,98620,100,0.3133238694,
NY,New York,2015,June,12 month-ending,Number of Deaths,98695,100,0.3090328791,
NY,New York,2016,August,12 month-ending,Number of Deaths,97227,100,0.4947185453,
NY,New York,2015,March,12 month-ending,Psychostimulants with abuse potential (T43.6),45,100,0.3064820963,
NY,New York,2015,April,12 month-ending,Psychostimulants with abuse potential (T43.6),39,100,0.3073791349,
NY,New York,2015,May,12 month-ending,Psychostimulants with abuse potential (T43.6),37,100,0.3133238694,
NY,New York,2016,June,12 month-ending,Methadone (T40.3),124,100,0.4657777045,
NY,New York,2016,July,12 month-ending,Methadone (T40.3),122,100,0.4842415438,
NY,New York,2016,August,12 month-ending,Methadone (T40.3),123,100,0.4947185453,
NY,New York,2016,September,12 month-ending,Methadone (T40.3),117,100,0.5153263391,
NY,New York,2016,October,12 month-ending,Methadone (T40.3),119,100,0.5322203536,
NY,New York,2016,November,12 month-ending,Methadone (T40.3),125,100,0.541549382,
NY,New York,2016,December,12 month-ending,Methadone (T40.3),124,100,0.5862103878,
NY,New York,2017,January,12 month-ending,Methadone (T40.3),119,100,0.6859625196,*Likely underreported due to incomplete data
NY,New York,2017,February,12 month-ending,Methadone (T40.3),110,100,0.8264796815,*Likely underreported due to incomplete data
NY,New York,2016,April,12 month-ending,Heroin (T40.1),735,100,0.4245015713,
NY,New York,2016,May,12 month-ending,Heroin (T40.1),727,100,0.4382572828,
NY,New York,2016,May,12 month-ending,Psychostimulants with abuse potential (T43.6),61,100,0.4382572828,
NY,New York,2016,July,12 month-ending,Heroin (T40.1),761,100,0.4842415438,
NY,New York,2015,June,12 month-ending,Psychostimulants with abuse potential (T43.6),34,100,0.3090328791,
NY,New York,2015,July,12 month-ending,Psychostimulants with abuse potential (T43.6),32,100,0.3223394366,
NY,New York,2017,February,12 month-ending,Number of Deaths,98974,100,0.8264796815,*Likely underreported due to incomplete data
NY,New York,2015,October,12 month-ending,Heroin (T40.1),652,100,0.37075739,
NY,New York,2015,December,12 month-ending,Heroin (T40.1),660,100,0.4051748649,
NY,New York,2016,January,12 month-ending,Heroin (T40.1),682,100,0.4090690611,
NY,New York,2016,July,12 month-ending,Number of Deaths,97059,100,0.4842415438,
NY,New York,2015,February,12 month-ending,Heroin (T40.1),544,100,0.2946054244,
NY,New York,2016,September,12 month-ending,Number of Deaths,97414,100,0.5153263391,
NY,New York,2016,October,12 month-ending,Number of Deaths,97516,100,0.5322203536,
NY,New York,2016,August,12 month-ending,Heroin (T40.1),758,100,0.4947185453,
NY,New York,2016,September,12 month-ending,Heroin (T40.1),760,100,0.5153263391,
NY,New York,2016,October,12 month-ending,Heroin (T40.1),758,100,0.5322203536,
NY,New York,2016,November,12 month-ending,Heroin (T40.1),757,100,0.541549382,
NY,New York,2016,December,12 month-ending,Heroin (T40.1),764,100,0.5862103878,
NY,New York,2017,January,12 month-ending,Heroin (T40.1),742,100,0.6859625196,*Likely underreported due to incomplete data
NY,New York,2015,January,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",248,100,0.2786842787,
NY,New York,2016,April,12 month-ending,Number of Deaths,97055,100,0.4245015713,
NY,New York,2016,June,12 month-ending,Number of Deaths,97042,100,0.4657777045,
NY,New York,2016,May,12 month-ending,Number of Deaths,96975,100,0.4382572828,
NY,New York,2015,January,12 month-ending,Heroin (T40.1),544,100,0.2786842787,
NY,New York,2017,February,12 month-ending,Percent with drugs specified,96.7411545624,100,0.8264796815,*Likely underreported due to incomplete data
NY,New York,2016,June,12 month-ending,Heroin (T40.1),750,100,0.4657777045,
NY,New York,2016,November,12 month-ending,Number of Deaths,98052,100,0.541549382,
NY,New York,2015,October,12 month-ending,Number of Deaths,99526,100,0.37075739,
NY,New York,2016,March,12 month-ending,Number of Deaths,97133,100,0.4107769759,
NY,New York,2015,December,12 month-ending,Number of Deaths,98476,100,0.4051748649,
NY,New York,2016,January,12 month-ending,Number of Deaths,97783,100,0.4090690611,
NY,New York,2016,February,12 month-ending,Number of Deaths,97447,100,0.4022699519,
NY,New York,2016,December,12 month-ending,Number of Deaths,98770,100,0.5862103878,
NY,New York,2017,January,12 month-ending,Number of Deaths,98985,100,0.6859625196,*Likely underreported due to incomplete data
NY,New York,2015,March,12 month-ending,Heroin (T40.1),553,100,0.3064820963,
NY,New York,2015,April,12 month-ending,Heroin (T40.1),569,100,0.3073791349,
NY,New York,2015,July,12 month-ending,Heroin (T40.1),604,100,0.3223394366,
NY,New York,2015,May,12 month-ending,Heroin (T40.1),594,100,0.3133238694,
NY,New York,2015,August,12 month-ending,Heroin (T40.1),630,100,0.3377560897,
NY,New York,2015,September,12 month-ending,Heroin (T40.1),655,100,0.3532999829,
NY,New York,2015,June,12 month-ending,Heroin (T40.1),593,100,0.3090328791,
NY,New York,2015,November,12 month-ending,Number of Deaths,99173,100,0.3952688736,
OH,Ohio,2017,January,12 month-ending,Number of Deaths,120599,100,0.0522392391,*Likely underreported due to incomplete data
OH,Ohio,2016,May,12 month-ending,Number of Drug Overdose Deaths,3606,100,0.0238068921,
OH,Ohio,2016,December,12 month-ending,Number of Deaths,119622,100,0.0300947986,
OH,Ohio,2016,September,12 month-ending,Number of Drug Overdose Deaths,4000,100,0.0202820901,
OH,Ohio,2016,June,12 month-ending,Number of Drug Overdose Deaths,3652,100,0.0246288684,
OH,Ohio,2016,November,12 month-ending,Number of Deaths,118752,100,0.021052277,
OH,Ohio,2015,January,12 month-ending,Number of Deaths,115935,100,0.006037866,
OH,Ohio,2015,February,12 month-ending,Number of Drug Overdose Deaths,2828,100,0.0060062121,
OH,Ohio,2015,March,12 month-ending,Number of Drug Overdose Deaths,2843,100,0.0059867436,
OH,Ohio,2015,April,12 month-ending,Number of Drug Overdose Deaths,2955,100,0.0051038202,
OH,Ohio,2016,July,12 month-ending,Number of Drug Overdose Deaths,3763,100,0.0246102667,
OH,Ohio,2016,August,12 month-ending,Number of Drug Overdose Deaths,3857,100,0.0220359525,
OH,Ohio,2015,July,12 month-ending,Number of Drug Overdose Deaths,3128,100,0.0059025406,
OH,Ohio,2017,February,12 month-ending,Number of Deaths,121146,100,0.0775923266,*Likely underreported due to incomplete data
OH,Ohio,2016,November,12 month-ending,Number of Drug Overdose Deaths,4211,100,0.021052277,
OH,Ohio,2016,February,12 month-ending,Number of Drug Overdose Deaths,3452,100,0.0247717158,
OH,Ohio,2016,March,12 month-ending,Number of Drug Overdose Deaths,3542,100,0.0255421317,
OH,Ohio,2016,April,12 month-ending,Number of Drug Overdose Deaths,3575,100,0.0255167134,
OH,Ohio,2016,January,12 month-ending,Number of Drug Overdose Deaths,3398,100,0.0256344527,
OH,Ohio,2015,May,12 month-ending,Number of Drug Overdose Deaths,3054,100,0.0067799483,
OH,Ohio,2015,June,12 month-ending,Number of Drug Overdose Deaths,3051,100,0.0059186607,
OH,Ohio,2016,September,12 month-ending,Number of Deaths,118331,100,0.0202820901,
OH,Ohio,2016,June,12 month-ending,Number of Deaths,117748,100,0.0246288684,
OH,Ohio,2015,September,12 month-ending,Number of Drug Overdose Deaths,3196,100,0.0100831016,
OH,Ohio,2015,October,12 month-ending,Number of Drug Overdose Deaths,3222,100,0.0175958976,
OH,Ohio,2015,November,12 month-ending,Number of Drug Overdose Deaths,3298,100,0.020958385,
OH,Ohio,2016,October,12 month-ending,Number of Drug Overdose Deaths,4121,100,0.0177213694,
OH,Ohio,2017,February,12 month-ending,Number of Drug Overdose Deaths,4687,100,0.0775923266,*Likely underreported due to incomplete data
OH,Ohio,2017,January,12 month-ending,Number of Drug Overdose Deaths,4493,100,0.0522392391,*Likely underreported due to incomplete data
OH,Ohio,2016,February,12 month-ending,Number of Deaths,117069,100,0.0247717158,
OH,Ohio,2015,February,12 month-ending,Number of Deaths,116546,100,0.0060062121,
OH,Ohio,2015,March,12 month-ending,Number of Deaths,116925,100,0.0059867436,
OH,Ohio,2016,July,12 month-ending,Number of Deaths,117837,100,0.0246102667,
OH,Ohio,2016,August,12 month-ending,Number of Deaths,117989,100,0.0220359525,
OH,Ohio,2015,June,12 month-ending,Number of Deaths,118270,100,0.0059186607,
OH,Ohio,2016,October,12 month-ending,Number of Deaths,118501,100,0.0177213694,
OH,Ohio,2015,August,12 month-ending,Number of Deaths,118888,100,0.0084112778,
OH,Ohio,2015,August,12 month-ending,Number of Drug Overdose Deaths,3153,100,0.0084112778,
OH,Ohio,2016,December,12 month-ending,Number of Drug Overdose Deaths,4327,100,0.0300947986,
OH,Ohio,2015,December,12 month-ending,Number of Drug Overdose Deaths,3336,100,0.0262460525,
OH,Ohio,2015,January,12 month-ending,Number of Drug Overdose Deaths,2829,100,0.006037866,
OH,Ohio,2016,January,12 month-ending,Number of Deaths,117030,100,0.0256344527,
OH,Ohio,2015,May,12 month-ending,Number of Deaths,117995,100,0.0067799483,
OH,Ohio,2016,March,12 month-ending,Number of Deaths,117453,100,0.0255421317,
OH,Ohio,2016,April,12 month-ending,Number of Deaths,117570,100,0.0255167134,
OH,Ohio,2015,April,12 month-ending,Number of Deaths,117559,100,0.0051038202,
OH,Ohio,2016,May,12 month-ending,Number of Deaths,117613,100,0.0238068921,
OH,Ohio,2015,October,12 month-ending,Number of Deaths,119346,100,0.0175958976,
OH,Ohio,2015,July,12 month-ending,Number of Deaths,118593,100,0.0059025406,
OH,Ohio,2015,December,12 month-ending,Number of Deaths,118113,100,0.0262460525,
OH,Ohio,2015,November,12 month-ending,Number of Deaths,119284,100,0.020958385,
OH,Ohio,2015,September,12 month-ending,Number of Deaths,119011,100,0.0100831016,
OK,Oklahoma,2016,August,12 month-ending,Cocaine (T40.5),26,100,0.0211115216,
OK,Oklahoma,2016,January,12 month-ending,Natural & semi-synthetic opioids (T40.2),270,100,0.0184070052,
OK,Oklahoma,2015,January,12 month-ending,Natural & semi-synthetic opioids (T40.2),368,100,0.021170742,
OK,Oklahoma,2015,February,12 month-ending,Natural & semi-synthetic opioids (T40.2),353,100,0.0184317236,
OK,Oklahoma,2016,September,12 month-ending,Natural & semi-synthetic opioids (T40.2),278,100,0.0210277303,
OK,Oklahoma,2016,October,12 month-ending,Cocaine (T40.5),29,100,0.0157707977,
OK,Oklahoma,2016,August,12 month-ending,Natural & semi-synthetic opioids (T40.2),287,100,0.0211115216,
OK,Oklahoma,2015,September,12 month-ending,Cocaine (T40.5),29,100,0.0183040033,
OK,Oklahoma,2016,September,12 month-ending,Cocaine (T40.5),27,100,0.0210277303,
OK,Oklahoma,2015,November,12 month-ending,Cocaine (T40.5),30,100,0.0208997335,
OK,Oklahoma,2015,December,12 month-ending,Cocaine (T40.5),30,100,0.0182667467,
OK,Oklahoma,2016,January,12 month-ending,Cocaine (T40.5),29,100,0.0184070052,
OK,Oklahoma,2015,October,12 month-ending,Cocaine (T40.5),30,100,0.0182958704,
OK,Oklahoma,2015,March,12 month-ending,Natural & semi-synthetic opioids (T40.2),351,100,0.0184002313,
OK,Oklahoma,2015,April,12 month-ending,Natural & semi-synthetic opioids (T40.2),353,100,0.0184181445,
OK,Oklahoma,2015,May,12 month-ending,Natural & semi-synthetic opioids (T40.2),340,100,0.0184273567,
OK,Oklahoma,2016,July,12 month-ending,Cocaine (T40.5),27,100,0.021165701,
OK,Oklahoma,2015,July,12 month-ending,Natural & semi-synthetic opioids (T40.2),313,100,0.0209462467,
OK,Oklahoma,2015,August,12 month-ending,Natural & semi-synthetic opioids (T40.2),300,100,0.015670297,
OK,Oklahoma,2015,September,12 month-ending,Natural & semi-synthetic opioids (T40.2),288,100,0.0183040033,
OK,Oklahoma,2015,October,12 month-ending,Natural & semi-synthetic opioids (T40.2),284,100,0.0182958704,
OK,Oklahoma,2015,November,12 month-ending,Natural & semi-synthetic opioids (T40.2),284,100,0.0208997335,
OK,Oklahoma,2015,December,12 month-ending,Natural & semi-synthetic opioids (T40.2),282,100,0.0182667467,
OK,Oklahoma,2015,August,12 month-ending,Number of Deaths,38289,100,0.015670297,
OK,Oklahoma,2016,February,12 month-ending,Natural & semi-synthetic opioids (T40.2),276,100,0.0184521299,
OK,Oklahoma,2016,February,12 month-ending,Cocaine (T40.5),24,100,0.0184521299,
OK,Oklahoma,2016,April,12 month-ending,Natural & semi-synthetic opioids (T40.2),275,100,0.0237818412,
OK,Oklahoma,2016,May,12 month-ending,Natural & semi-synthetic opioids (T40.2),267,100,0.0263102505,
OK,Oklahoma,2016,June,12 month-ending,Natural & semi-synthetic opioids (T40.2),266,100,0.0211422078,
OK,Oklahoma,2016,July,12 month-ending,Natural & semi-synthetic opioids (T40.2),275,100,0.021165701,
OK,Oklahoma,2017,February,12 month-ending,Heroin (T40.1),56,100,0.0441455244,*Likely underreported due to incomplete data
OK,Oklahoma,2015,February,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",78,100,0.0184317236,
OK,Oklahoma,2016,October,12 month-ending,Natural & semi-synthetic opioids (T40.2),282,100,0.0157707977,
OK,Oklahoma,2016,March,12 month-ending,Number of Deaths,37812,100,0.0211573046,
OK,Oklahoma,2016,November,12 month-ending,Natural & semi-synthetic opioids (T40.2),277,100,0.0131440589,
OK,Oklahoma,2016,December,12 month-ending,Natural & semi-synthetic opioids (T40.2),282,100,0.0130992926,
OK,Oklahoma,2017,January,12 month-ending,Natural & semi-synthetic opioids (T40.2),287,100,0.0312989045,*Likely underreported due to incomplete data
OK,Oklahoma,2017,February,12 month-ending,Natural & semi-synthetic opioids (T40.2),280,100,0.0441455244,*Likely underreported due to incomplete data
OK,Oklahoma,2016,November,12 month-ending,Number of Deaths,38040,100,0.0131440589,
OK,Oklahoma,2016,March,12 month-ending,Natural & semi-synthetic opioids (T40.2),269,100,0.0211573046,
OK,Oklahoma,2016,December,12 month-ending,Number of Deaths,38170,100,0.0130992926,
OK,Oklahoma,2017,January,12 month-ending,Number of Deaths,38340,100,0.0312989045,*Likely underreported due to incomplete data
OK,Oklahoma,2017,February,12 month-ending,Number of Deaths,38509,100,0.0441455244,*Likely underreported due to incomplete data
OK,Oklahoma,2015,April,12 month-ending,Cocaine (T40.5),32,100,0.0184181445,
OK,Oklahoma,2015,May,12 month-ending,Cocaine (T40.5),33,100,0.0184273567,
OK,Oklahoma,2015,June,12 month-ending,Cocaine (T40.5),30,100,0.0235978919,
OK,Oklahoma,2015,July,12 month-ending,Cocaine (T40.5),31,100,0.0209462467,
OK,Oklahoma,2015,August,12 month-ending,Cocaine (T40.5),29,100,0.015670297,
OK,Oklahoma,2015,January,12 month-ending,Heroin (T40.1),27,100,0.021170742,
OK,Oklahoma,2015,February,12 month-ending,Heroin (T40.1),27,100,0.0184317236,
OK,Oklahoma,2015,March,12 month-ending,Heroin (T40.1),28,100,0.0184002313,
OK,Oklahoma,2015,April,12 month-ending,Heroin (T40.1),29,100,0.0184181445,
OK,Oklahoma,2015,May,12 month-ending,Heroin (T40.1),27,100,0.0184273567,
OK,Oklahoma,2015,June,12 month-ending,Heroin (T40.1),26,100,0.0235978919,
OK,Oklahoma,2016,March,12 month-ending,Cocaine (T40.5),22,100,0.0211573046,
OK,Oklahoma,2016,April,12 month-ending,Cocaine (T40.5),24,100,0.0237818412,
OK,Oklahoma,2016,May,12 month-ending,Cocaine (T40.5),26,100,0.0263102505,
OK,Oklahoma,2015,June,12 month-ending,Natural & semi-synthetic opioids (T40.2),320,100,0.0235978919,
OK,Oklahoma,2015,January,12 month-ending,Number of Drug Overdose Deaths,794,100,0.021170742,
OK,Oklahoma,2015,February,12 month-ending,Number of Drug Overdose Deaths,773,100,0.0184317236,
OK,Oklahoma,2015,March,12 month-ending,Number of Drug Overdose Deaths,771,100,0.0184002313,
OK,Oklahoma,2015,April,12 month-ending,Number of Drug Overdose Deaths,766,100,0.0184181445,
OK,Oklahoma,2015,May,12 month-ending,Number of Drug Overdose Deaths,752,100,0.0184273567,
OK,Oklahoma,2015,June,12 month-ending,Number of Drug Overdose Deaths,738,100,0.0235978919,
OK,Oklahoma,2015,July,12 month-ending,Number of Drug Overdose Deaths,733,100,0.0209462467,
OK,Oklahoma,2015,August,12 month-ending,Number of Drug Overdose Deaths,727,100,0.015670297,
OK,Oklahoma,2015,September,12 month-ending,Number of Drug Overdose Deaths,718,100,0.0183040033,
OK,Oklahoma,2015,October,12 month-ending,Number of Drug Overdose Deaths,723,100,0.0182958704,
OK,Oklahoma,2015,November,12 month-ending,Number of Drug Overdose Deaths,727,100,0.0208997335,
OK,Oklahoma,2015,December,12 month-ending,Number of Drug Overdose Deaths,722,100,0.0182667467,
OK,Oklahoma,2016,January,12 month-ending,Number of Drug Overdose Deaths,696,100,0.0184070052,
OK,Oklahoma,2016,February,12 month-ending,Number of Drug Overdose Deaths,710,100,0.0184521299,
OK,Oklahoma,2016,March,12 month-ending,Number of Drug Overdose Deaths,698,100,0.0211573046,
OK,Oklahoma,2016,April,12 month-ending,Number of Drug Overdose Deaths,712,100,0.0237818412,
OK,Oklahoma,2016,May,12 month-ending,Number of Drug Overdose Deaths,734,100,0.0263102505,
OK,Oklahoma,2016,June,12 month-ending,Number of Drug Overdose Deaths,727,100,0.0211422078,
OK,Oklahoma,2016,July,12 month-ending,Number of Drug Overdose Deaths,752,100,0.021165701,
OK,Oklahoma,2016,August,12 month-ending,Number of Drug Overdose Deaths,768,100,0.0211115216,
OK,Oklahoma,2016,September,12 month-ending,Number of Drug Overdose Deaths,761,100,0.0210277303,
OK,Oklahoma,2016,October,12 month-ending,Number of Drug Overdose Deaths,776,100,0.0157707977,
OK,Oklahoma,2016,November,12 month-ending,Number of Drug Overdose Deaths,776,100,0.0131440589,
OK,Oklahoma,2016,December,12 month-ending,Number of Drug Overdose Deaths,803,100,0.0130992926,
OK,Oklahoma,2017,January,12 month-ending,Number of Drug Overdose Deaths,827,100,0.0312989045,*Likely underreported due to incomplete data
OK,Oklahoma,2017,February,12 month-ending,Number of Drug Overdose Deaths,828,100,0.0441455244,*Likely underreported due to incomplete data
OK,Oklahoma,2015,March,12 month-ending,Cocaine (T40.5),32,100,0.0184002313,
OK,Oklahoma,2016,January,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",93,100,0.0184070052,
OK,Oklahoma,2016,February,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",93,100,0.0184521299,
OK,Oklahoma,2016,March,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",96,100,0.0211573046,
OK,Oklahoma,2016,April,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",95,100,0.0237818412,
OK,Oklahoma,2016,May,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",102,100,0.0263102505,
OK,Oklahoma,2016,June,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",90,100,0.0211422078,
OK,Oklahoma,2016,July,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",89,100,0.021165701,
OK,Oklahoma,2016,August,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",97,100,0.0211115216,
OK,Oklahoma,2016,September,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",99,100,0.0210277303,
OK,Oklahoma,2015,July,12 month-ending,Heroin (T40.1),26,100,0.0209462467,
OK,Oklahoma,2015,August,12 month-ending,Heroin (T40.1),25,100,0.015670297,
OK,Oklahoma,2015,September,12 month-ending,Heroin (T40.1),23,100,0.0183040033,
OK,Oklahoma,2015,October,12 month-ending,Heroin (T40.1),24,100,0.0182958704,
OK,Oklahoma,2015,January,12 month-ending,Number of Deaths,37788,100,0.021170742,
OK,Oklahoma,2015,February,12 month-ending,Number of Deaths,37978,100,0.0184317236,
OK,Oklahoma,2015,March,12 month-ending,Number of Deaths,38043,100,0.0184002313,
OK,Oklahoma,2015,April,12 month-ending,Number of Deaths,38006,100,0.0184181445,
OK,Oklahoma,2015,May,12 month-ending,Number of Deaths,37987,100,0.0184273567,
OK,Oklahoma,2015,June,12 month-ending,Number of Deaths,38139,100,0.0235978919,
OK,Oklahoma,2015,July,12 month-ending,Number of Deaths,38193,100,0.0209462467,
OK,Oklahoma,2015,January,12 month-ending,Methadone (T40.3),71,100,0.021170742,
OK,Oklahoma,2015,September,12 month-ending,Number of Deaths,38243,100,0.0183040033,
OK,Oklahoma,2015,October,12 month-ending,Number of Deaths,38260,100,0.0182958704,
OK,Oklahoma,2015,November,12 month-ending,Number of Deaths,38278,100,0.0208997335,
OK,Oklahoma,2015,December,12 month-ending,Number of Deaths,38321,100,0.0182667467,
OK,Oklahoma,2016,January,12 month-ending,Number of Deaths,38029,100,0.0184070052,
OK,Oklahoma,2016,February,12 month-ending,Number of Deaths,37936,100,0.0184521299,
OK,Oklahoma,2016,April,12 month-ending,Number of Deaths,37844,100,0.0237818412,
OK,Oklahoma,2016,May,12 month-ending,Number of Deaths,38008,100,0.0263102505,
OK,Oklahoma,2016,June,12 month-ending,Number of Deaths,37839,100,0.0211422078,
OK,Oklahoma,2016,July,12 month-ending,Number of Deaths,37797,100,0.021165701,
OK,Oklahoma,2016,August,12 month-ending,Number of Deaths,37894,100,0.0211115216,
OK,Oklahoma,2016,September,12 month-ending,Number of Deaths,38045,100,0.0210277303,
OK,Oklahoma,2016,October,12 month-ending,Number of Deaths,38045,100,0.0157707977,
OK,Oklahoma,2015,August,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",89,100,0.015670297,
OK,Oklahoma,2015,September,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",87,100,0.0183040033,
OK,Oklahoma,2015,January,12 month-ending,Cocaine (T40.5),20,100,0.021170742,
OK,Oklahoma,2015,February,12 month-ending,Cocaine (T40.5),27,100,0.0184317236,
