Pharmacy-Name,Phone,Credential,Location,Address,City,State,Zip,CredentialId
CVS PHARMACY #1027,(860) 887-5970,PCY.0001318,"372 W MAIN ST
CT 06360-5421
(41.520991, -72.092067)",372 W MAIN ST,NORWICH,CT,06360-5421,239701
WALGREENS #15590,(203) 792-2044,PCY.0001255,"95 LOCUST AVE
CT 06810-6148
(41.404723, -73.446913)",95 LOCUST AVE STE 100,DANBURY,CT,06810-6148,38433
CVS PHARMACY #1038,(860) 236-9348,PCY.0001329,"1044 BOULEVARD
CT 06119-1801
(41.760184, -72.716333)",1044 BOULEVARD,WEST HARTFORD,CT,06119-1801,247224
ROCKY HILL COMMUNITY PHARMACY,(860) 372-4618,PCY.0002299,"366 CROMWELL AVE
CT 06067-1841
(41.660572, -72.678604)",366 CROMWELL AVE,ROCKY HILL,CT,06067-1841,1237800
RITE AID  #1882,(203) 777-0695,PCY.0001308,"325 FERRY ST
CT 06513-3702
(41.308742, -72.895391)",325 FERRY ST,NEW HAVEN,CT,06513-3702,38457
GRAEBER'S PHARMACY INC,(203) 235-4463,PCY.0000416,"172 WEST MAIN STREET
CT 06450
(41.39928, -72.484802)",172 WEST MAIN STREET,MERIDEN,CT,06450,37316
RITE AID  #1404,(203) 797-0223,PCY.0001224,"30 GERMANTOWN RD
CT 06810-5033
(41.41131, -73.435761)",30 GERMANTOWN RD,DANBURY,CT,06810-5033,38236
CVS PHARMACY #4436,(860) 533-1156,PCY.0002142,"241 MIDDLE TPKE W
CT 06040-3834
(41.781288, -72.536436)",241 MIDDLE TPKE W,MANCHESTER,CT,06040-3834,532330
SHOPRITE PHARMACY OF CLINTON,(860) 669-6619,PCY.0002169,"266 E MAIN ST
CT 06413-2254
(41.271017, -72.50094)",266 E MAIN ST,CLINTON,CT,06413-2254,921801
CVS PHARMACY #172,(203) 488-9485,PCY.0001414,"2 6 SHORT BEACH RD
CT 06405-6233
(41.274835, -72.830135)",2-6 SHORT BEACH RD,BRANFORD,CT,06405-6233,38880
CVS PHARMACY #1109,(203) 794-9500,PCY.0001380,"7 DURANT AVE
CT 06801-1906
(41.373609, -73.414418)",7 DURANT AVE,BETHEL,CT,06801-1906,38679
CVS PHARMACY #3835,(860) 613-0499,PCY.0002130,"72 BERLIN RD
CT 06416-2602
(41.601781, -72.691696)",72 BERLIN RD,CROMWELL,CT,06416-2602,519278
CVS/PHARMACY #17291,(860) 907-3069,PCY.0002070,"1075 KENNEDY RD
CT 06095-1308
(41.892735, -72.649854)",1075 KENNEDY RD,WINDSOR,CT,06095-1308,445206
CVS PHARMACY #5263,(860) 595-1750,PCY.0002253,"150 WASHINGTON ST
CT 06106-4405
(41.758252, -72.682279)",150 WASHINGTON ST,HARTFORD,CT,06106-4405,1122178
CVS PHARMACY #1051,(203) 967-4600,PCY.0001343,"593 NEWFIELD AVE
CT 06905-3302
(41.080448, -73.5339)",593 NEWFIELD AVE,STAMFORD,CT,06905-3302,38654
RITE AID  #10345,(860) 623-3327,PCY.0001458,"74 BRIDGE ST
CT 06088-9679
(41.929499, -72.616514)",74 BRIDGE ST,EAST WINDSOR,CT,06088-9679,38905
WALGREENS #10144,(860) 482-8837,PCY.0002088,"1745 E MAIN ST
CT 06790-3520
(41.821, -73.082179)",1745 E MAIN ST,TORRINGTON,CT,06790-3520,467090
WALGREENS #07522,(203) 374-2819,PCY.0001855,"4083 MAIN ST
CT 06606-2302
(41.216588, -73.21357)",4083 MAIN ST,BRIDGEPORT,CT,06606-2302,358276
RITE AID  #10383,(203) 740-1005,PCY.0001890,"215 FEDERAL RD
CT 06804-2630
(41.443046, -73.404848)",215 FEDERAL RD,BROOKFIELD,CT,06804-2630,377474
W H PICKETT DRUG CO,(203) 753-5158,PCY.0000421,"675 N MAIN ST
CT 06704-3508
(41.562919, -73.032633)",675 N MAIN ST,WATERBURY,CT,06704-3508,244522
OUTPATIENT PHARMACY SERVICES AT YALE NEW HAVEN HEALTH,844-881-0043,PCY.0002330,"1100 SHERMAN AVE
CT 06514-1363
(41.396475, -72.920042)",1100 SHERMAN AVE,HAMDEN,CT,06514-1363,1327980
CVS PHARMACY #623,(203) 227-7343,PCY.0001244,"397 POST RD E
CT 06880-4401
(41.140151, -73.351746)",397 POST RD E,WESTPORT,CT,06880-4401,38247
CVS/PHARMACY #17034,(203) 859-3491,PCY.0001896,"200 UNIVERSAL DR N
CT 06473-3156
(41.354797, -72.87176)",200 UNIVERSAL DR N,NORTH HAVEN,CT,06473-3156,381719
STOP & SHOP #695,(203) 272-5993,PCY.0001994,"275 HIGHLAND AVE
CT 06410-2522
(41.505584, -72.900386)",275 HIGHLAND AVE,CHESHIRE,CT,06410-2522,408344
CVS PHARMACY #459,(860) 659-1329,PCY.0001165,"2639 MAIN ST
CT 06033-2023
(41.715665, -72.611177)",2639 MAIN ST,GLASTONBURY,CT,06033-2023,38212
WALGREENS #07333,(860) 423-6304,PCY.0000960,"1475 MAIN ST
CT 06226-1914
(41.717343, -72.233616)",1475 MAIN ST,WILLIMANTIC,CT,06226-1914,246044
STOP & SHOP PHARMACY #600,(203) 248-9631,PCY.0001565,"2335 DIXWELL AVE
CT 06514-2100
(41.373159, -72.916667)",2335 DIXWELL AVE,HAMDEN,CT,06514-2100,134308
COMMUNITY HEALTH PHARMACY LLC,(203) 645-1450,PCY.0002341,"210 DIXWELL AVE
CT 06511-3416
(41.318733, -72.933813)",210 DIXWELL AVE,NEW HAVEN,CT,06511-3416,1377032
SHOPRITE PHARMACY OF BRISTOL #308,860-584-5733,PCY.0001700,"1200 FARMINGTON AVE
CT 06010-4714
(41.697561, -72.903536)",1200 FARMINGTON AVE,BRISTOL,CT,06010-4714,212643
WALGREENS #11604,(860) 693-8329,PCY.0001805,"220 ALBANY TPKE
CT 06019-7068
(41.827241, -72.899137)",220 ALBANY TPKE,CANTON,CT,06019-7068,308663
UNITY PHARMACY,(203) 955-1781,PCY.0002282,"1326 POST RD
CT 06824-6012
(41.142183, -73.255726)",1326 POST RD,FAIRFIELD,CT,06824-6012,1188316
HANCOCK PHARMACY V,(860) 346-9700,PCY.0002177,"644 MAIN ST
CT 06457-2731
(41.564897, -72.652324)",644 MAIN ST,MIDDLETOWN,CT,06457-2731,924761
CVS PHARMACY #1213,(203) 966-6758,PCY.0001420,"94 PARK ST
CT 06840-5401
(41.146111, -73.495348)",94 PARK ST,NEW CANAAN,CT,06840-5401,258094
STOP & SHOP PHARMACY #684,860-620-9060,PCY.0001487,"505 N MAIN ST
CT 06489-2051
(41.614257, -72.873858)",505 N MAIN ST,SOUTHINGTON,CT,06489-2051,39106
WALGREENS #03523,(203) 791-0405,PCY.0001577,"75 MAIN ST
CT 06810-7802
(41.390748, -73.448108)",75 MAIN ST,DANBURY,CT,06810-7802,165889
LANGS PHARMACY OF WILTON CENTER,(203) 241-4711,PCY.0002343,"28 CENTER ST
CT 06897-3007
(41.195131, -73.432869)",28 CENTER ST,WILTON,CT,06897-3007,1383339
STOP & SHOP #652,(860) 669-6636,PCY.0001232,"215 E MAIN ST
CT 06413-2200
(41.272692, -72.506861)",215 E MAIN ST,CLINTON,CT,06413-2200,249883
CVS PHARMACY #2502,(203) 250-2251,PCY.0001800,"581 HIGHLAND AVE
CT 06410-2205
(41.513492, -72.898691)",581 HIGHLAND AVE,CHESHIRE,CT,06410-2205,300466
RITE AID  #1155,(860) 649-9110,PCY.0001184,"335 CENTER ST
CT 06040-3922
(41.772517, -72.533802)",335 CENTER ST,MANCHESTER,CT,06040-3922,247752
CVS PHARMACY #1149,(203) 866-0949,PCY.0001370,"696 WEST AVE
CT 06850-3302
(41.115089, -73.415075)",696 WEST AVE,NORWALK,CT,06850-3302,38671
VISELS DRUG STORE,(203) 562-6878,PCY.0000089,"714 DIXWELL AVE
CT 06511-1038
(41.332663, -72.935206)",714 DIXWELL AVE,NEW HAVEN,CT,06511-1038,36896
STOP & SHOP PHARMACY #2611,(860) 267-2771,PCY.0002072,"11 E HIGH ST
CT 06424-1022
(41.583121, -72.504164)",11 E HIGH ST,EAST HAMPTON,CT,06424-1022,446179
CVS PHARMACY #1154,(203) 750-6901,PCY.0001585,"6 WILLARD RD
CT 06851-4414
(41.127394, -73.387624)",6 WILLARD RD,NORWALK,CT,06851-4414,172480
"HOWES' DRUG & MEDICAL, INC",(203) 878-2441,PCY.0000444,"78 BROAD ST
CT 06460-3353
(41.22136, -73.058286)",78 BROAD ST,MILFORD,CT,06460-3353,37321
RITE AID  #10349,860-296-3478,PCY.0001854,"315 FRANKLIN AVE
CT 06114-1851
(41.741712, -72.676083)",315 FRANKLIN AVE,HARTFORD,CT,06114-1851,358510
STOP & SHOP PHARMACY #605,,PCY.0001821,"55 OAK STREET
CT 06033
(41.707078, -72.592758)",55 OAK STREET,GLASTONBURY,CT,06033,319465
CVS PHARMACY #1166,(860) 298-5925,PCY.0001685,"219 BROAD ST
CT 06095-2904
(41.851723, -72.643573)",219 BROAD ST,WINDSOR,CT,06095-2904,129824
CVS PHARMACY #2097,(203) 795-4704,PCY.0001774,"279 BOSTON POST RD
CT 06477-3558
(41.266977, -73.001239)",279 BOSTON POST RD,ORANGE,CT,06477-3558,265381
CVS PHARMACY #942,(860) 779-0523,PCY.0001328,"542 PROVIDENCE RD
CT 06234-3413
(41.798698, -71.903511)",542 PROVIDENCE RD,BROOKLYN,CT,06234-3413,38468
CVS PHARMACY #840,(860) 956-7107,PCY.0001286,"908 MAPLE AVE
CT 06114-2723
(41.734389, -72.687188)",908 MAPLE AVE,HARTFORD,CT,06114-2723,38445
WALGREENS #06992,(860) 871-6068,PCY.0001856,"529 TALCOTTVILLE RD
CT 06066-2311
(41.850997, -72.483792)",529 TALCOTTVILLE RD,VERNON ROCKVILLE,CT,06066-2311,358444
RIVERSIDE PHARMACY INC,(201) 270-8013,PCY.0002311,"926 MAIN ST
CT 06108-2237
(41.770237, -72.643217)",926 MAIN ST,EAST HARTFORD,CT,06108-2237,1275709
RITE AID  #1214,8605677064,PCY.0001193,"331 WEST ST
CT 06759-3406
(41.74531, -73.204402)",331 WEST ST,LITCHFIELD,CT,06759-3406,225200
CVS PHARMACY #1152,(860) 691-0380,PCY.0001392,"58 PENNSYLVANIA AVE
CT 06357-3230
(41.326116, -72.193233)",58 PENNSYLVANIA AVE,NIANTIC,CT,06357-3230,38686
WALGREENS #13969,(203) 777-7809,PCY.0002192,"55 PARK ST
CT 06511-5474
(41.306715, -72.935166)",55 PARK ST STE 1A,NEW HAVEN,CT,06511-5474,953048
RITE AID  #10359,(860) 599-4030,PCY.0001502,"37 S BROAD ST
CT 06379-7909
(41.374766, -71.846947)",37 S BROAD ST,PAWCATUCK,CT,06379-7909,243980
BORDONARO'S PHARMACY INC,(860) 342-3390,PCY.0000752,"283 MAIN ST
CT 06480-1856
(41.484435, -73.212849)",283 MAIN ST,PORTLAND,CT,06480-1856,37558
WALGREENS #09818,(860) 613-2324,PCY.0002101,"4 HAMMERHEAD PL
CT 06416-1805
(41.602137, -72.681483)",4 HAMMERHEAD PL,CROMWELL,CT,06416-1805,483629
BIG Y PHARMACY #61,(860) 445-7719,PCY.0001203,"995 POQUONNOCK ROAD
CT 06340
(41.346329, -72.048909)",995 POQUONNOCK ROAD,GROTON,CT,06340,38224
CVS PHARMACY #2151,(203) 255-0060,PCY.0002212,"330 GRASMERE AVE
CT 06824-6102
(41.156628, -73.241449)",330 GRASMERE AVE,FAIRFIELD,CT,06824-6102,994573
WALGREENS #11620,(203) 322-7669,PCY.0002159,"1203 HIGH RIDGE RD
CT 06905-1214
(41.110623, -73.546781)",1203 HIGH RIDGE RD,STAMFORD,CT,06905-1214,910823
CVS/PHARMACY #17425,(203) 873-2013,PCY.0000982,"5065 MAIN ST
STE TARGET, CT 06611-4204
(41.229632, -73.219707)",5065 MAIN ST STE TARGET,TRUMBULL,CT,06611-4204,513947
CVS PHARMACY #1125,(860) 564-2111,PCY.0001393,"10 LATHROP RD
CT 06374-2030
(41.667232, -71.915207)",10 LATHROP RD,PLAINFIELD,CT,06374-2030,38870
BIG Y # 84,203-386-1489,PCY.0002103,"355 HAWLEY LN
CT 06614-1514
(41.233693, -73.149639)",355 HAWLEY LN,STRATFORD,CT,06614-1514,488798
UNCAS PHARMACY,(860) 889-8413,PCY.0000514,"20 TOWN STREET
CT 06360
(41.545884, -72.090041)",20 TOWN STREET,NORWICH,CT,06360,245285
CVS PHARMACY #4149,(860) 267-6853,PCY.0002110,"54 E HIGH ST
CT 06424-1052
(41.584949, -72.497133)",54 E HIGH ST,EAST HAMPTON,CT,06424-1052,498173
BEACON PRESCRIPTIONS,(860) 628-3972,PCY.0001334,"609 N MAIN ST
CT 06489-2051
(41.616168, -72.873318)",609 N MAIN ST,SOUTHINGTON,CT,06489-2051,38649
RITE AID  #2286,860-3795436,PCY.0001364,"200 NEW HARTFORD RD
CT 06098-3373
(41.910699, -73.049787)",200 NEW HARTFORD RD,WINSTED,CT,06098-3373,246656
WALGREENS #11825,(860) 583-3638,PCY.0001251,"525 FARMINGTON AVE
CT 06010-3931
(41.689947, -72.926047)",525 FARMINGTON AVE,BRISTOL,CT,06010-3931,283354
STOP & SHOP PHARMACY #611,860-844-8346,PCY.0001793,"120 SALMON BROOK ST
CT 06035-2604
(41.935084, -72.790446)",120 SALMON BROOK ST,GRANBY,CT,06035-2604,289905
STOP & SHOP PHARMACY #679,(203) 597-1498,PCY.0001269,"240 CHASE AVE
CT 06704-2237
(41.58102, -73.033669)",240 CHASE AVE,WATERBURY,CT,06704-2237,38440
OXFORD PHARMACY,(203) 888-4567,PCY.0000392,"100 OXFORD RD
CT 06478-1990
(41.407657, -73.094303)",100 OXFORD RD,OXFORD,CT,06478-1990,280525
MANCHESTER RX LLC,(860) 649-1025,PCY.0001290,"348 MAIN ST
CT 06040-4123
(41.781428, -72.522239)",348 MAIN ST,MANCHESTER,CT,06040-4123,38449
RITE AID  #10390,203-325-1260,PCY.0001475,"82 HOYT ST
CT 06905-5701
(41.061211, -73.53725)",82 HOYT ST,STAMFORD,CT,06905-5701,39101
STOP & SHOP PHARMACY #647,(203) 876-0654,PCY.0001747,"855 BRIDGEPORT AVE
CT 06460-3171
(41.213253, -73.077443)",855 BRIDGEPORT AVE,MILFORD,CT,06460-3171,230523
CVS PHARMACY #2143,(203) 371-1280,PCY.0001587,"3710 MAIN ST
CT 06606-3613
(41.211896, -73.210154)",3710 MAIN ST,BRIDGEPORT,CT,06606-3613,174280
WALGREENS #12315,(203) 270-4658,PCY.0002209,"49 S MAIN ST
CT 06470-2141
(41.401427, -73.296897)",49 S MAIN ST,NEWTOWN,CT,06470-2141,987411
CVS PHARMACY #918,(203) 655-2865,PCY.0001462,"964 POST RD
CT 06820-4508
(41.076492, -73.47094)",964 POST RD,DARIEN,CT,06820-4508,38907
RITE AID #198,(860) 528-6115,PCY.0001163,"329 ELLINGTON RD
CT 06108-1141
(41.796741, -72.620306)",329 ELLINGTON RD,EAST HARTFORD,CT,06108-1141,249882
WALGREENS #09746,(860) 292-1751,PCY.0002127,"1 ELM ST
CT 06096-2334
(41.925045, -72.628242)",1 ELM ST,WINDSOR LOCKS,CT,06096-2334,517176
"GENOA, A QOL HEALTHCARE COMPANY  LLC",(860) 215-4321,PCY.0002298,"47 TOWN ST
STE G, CT 06360-2323
(41.547006, -72.092263)",47 TOWN ST STE G,NORWICH,CT,06360-2323,1227902
STOP & SHOP PHARMACY #727,(860) 963-2642,PCY.0001598,"60 PROVIDENCE TURNPIKE
CT 06260
(41.925029, -71.876127)",60 PROVIDENCE TURNPIKE,PUTNAM,CT,06260,175371
WALGREENS #15465,(860) 595-1813,PCY.0002259,"100 RETREAT AVE
CT 06106-2528
(41.753296, -72.678815)",100 RETREAT AVE STE 102B,HARTFORD,CT,06106-2528,1142987
CVS PHARMACY #5450,(860) 633-4668,PCY.0001806,"766 NEW LONDON TPKE
CT 06033-3076
(41.705187, -72.593851)",766 NEW LONDON TPKE,GLASTONBURY,CT,06033-3076,309571
CVS PHARMACY #17489,(860) 412-1284,PCY.0002121,"2177 KILLINGLY
CMNS, CT 06241-2188
(41.843842, -71.882586)",2177 KILLINGLY CMNS,DAYVILLE,CT,06241-2188,513342
CVS PHARMACY #629,(203) 794-9438,PCY.0001212,"146 SOUTH ST
CT 06810-7951
(41.386203, -73.444439)",146 SOUTH ST,DANBURY,CT,06810-7951,38228
PHARMERICA,800-282-4321,PCY.0001654,"77 OLD BRICKYARD LN
CT 06037-1423
(41.634215, -72.758722)",77 OLD BRICKYARD LN,BERLIN,CT,06037-1423,287079
"GENOA, A QOL HEALTHCARE COMPANY  LLC",(860) 447-9145,PCY.0002090,"21 MONTAUK AVE
CT 06320-4906
(41.348373, -72.105669)",21 MONTAUK AVE STE 102,NEW LONDON,CT,06320-4906,469503
TRUMBULL PHARMACY LLC,203-880-9954,PCY.0002336,"10 BROADWAY
BLDG B, CT 06611-1302
(41.277717, -73.227215)",10 BROADWAY BLDG B,TRUMBULL,CT,06611-1302,1357638
"GENOA, A QOL HEALTHCARE COMPANY  LLC",(860) 253-2605,PCY.0002266,"153 HAZARD AVE
CT 06082-4592
(41.987459, -72.557022)",153 HAZARD AVE STE 100,ENFIELD,CT,06082-4592,1161448
CVS PHARMACY #822,(860) 354-4455,PCY.0001271,"40 EAST ST
CT 06776-3014
(41.579274, -73.408642)",40 EAST ST,NEW MILFORD,CT,06776-3014,286845
WALGREENS #03944,(203) 481-0386,PCY.0000997,"329 E MAIN ST
CT 06405-3106
(41.292891, -72.785232)",329 E MAIN ST,BRANFORD,CT,06405-3106,37798
STOP & SHOP PHARMACY #607,(860) 651-9843,PCY.0001486,"498 BUSHY HILL RD
CT 06070-2931
(41.82109, -72.863805)",498 BUSHY HILL RD,SIMSBURY,CT,06070-2931,39105
RITE AID  #10366,(860) 346-8601,PCY.0000717,"10 MAIN ST
STE A, CT 06457-3407
(41.296604, -73.24665)",10 MAIN ST STE A,MIDDLETOWN,CT,06457-3407,37551
WALGREENS #01873,(203) 655-8904,PCY.0000973,"138 HEIGHTS RD
CT 06820-4119
(41.069088, -73.493943)",138 HEIGHTS RD,DARIEN,CT,06820-4119,246051
EAST ROCK PHARMACY,203-691-5405,PCY.0002218,"767 ORANGE ST
CT 06511-2534
(41.321335, -72.912262)",767 ORANGE ST,NEW HAVEN,CT,06511-2534,1025321
WALGREENS #03827,(860) 522-5005,PCY.0000958,"161 WASHINGTON ST
CT 06106-2464
(41.757799, -72.682328)",161 WASHINGTON ST,HARTFORD,CT,06106-2464,359708
WALGREENS #10244,(860) 399-6899,PCY.0002107,"1211 BOSTON POST RD
CT 06498-1949
(41.285516, -72.448031)",1211 BOSTON POST RD,WESTBROOK,CT,06498-1949,491498
RITE AID  #10362,(860)537-9034,PCY.0001453,"27 BROADWAY ST
CT 06415-1001
(41.576574, -72.333181)",27 BROADWAY ST,COLCHESTER,CT,06415-1001,38902
STOP & SHOP PHARMACY #665,(860) 739-5957,PCY.0001829,"248 FLANDERS RD
CT 06357-1264
(41.357336, -72.210375)",248 FLANDERS RD,NIANTIC,CT,06357-1264,328383
WALGREENS #02976,(860) 885-0389,PCY.0001471,"399 W MAIN ST
CT 06360-5414
(41.520686, -72.092513)",399 W MAIN ST,NORWICH,CT,06360-5414,39099
PROFESSIONAL HOMECARE SERVICES INC,(860) 632-3600,PCY.0001879,"106 SEBETHE DR
STE A, CT 06416-1094
(41.611702, -72.707638)",106 SEBETHE DR STE A,CROMWELL,CT,06416-1094,375235
PEOPLES MEDICAL & PHARMACY,(203) 287-7375,PCY.0001636,"445 WASHINGTON AVE
CT 06473-1320
(41.411118, -72.842286)",445 WASHINGTON AVE,NORTH HAVEN,CT,06473-1320,179324
CVS PHARMACY #294,(860) 229-3757,PCY.0001128,"177 COLUMBUS BLVD
CT 06051-2226
(41.66685, -72.776235)",177 COLUMBUS BLVD,NEW BRITAIN,CT,06051-2226,318435
PROCARE LTC PHARMACY OF CONNECTICUT LLC,(877) 827-7901,PCY.0002214,"1492 HIGHLAND AVE
CT 06410-1287
(41.543523, -72.892243)",1492 HIGHLAND AVE STE 1C,CHESHIRE,CT,06410-1287,997808
RITE AID  #10369,(203) 268-9091,PCY.0001179,"508 MONROE TPKE
CT 06468-2309
(41.317474, -73.21552)",508 MONROE TPKE,MONROE,CT,06468-2309,38217
WALGREENS #13945,(203) 777-7863,PCY.0002203,"800 HOWARD AVE
CT 06519-1369
(41.302786, -72.93611)",800 HOWARD AVE STE 197,NEW HAVEN,CT,06519-1369,981024
HARTFORD PHARMACY INC,(860) 422-8888,PCY.0002255,"469 PARK ST
CT 06106-1519
(41.757985, -72.684862)",469 PARK ST,HARTFORD,CT,06106-1519,1132955
WALGREENS #07585,(860) 826-7272,PCY.0001427,"102 WASHINGTON ST
CT 06051-1826
(41.670516, -72.784012)",102 WASHINGTON ST,NEW BRITAIN,CT,06051-1826,38887
CVS/PHARMACY #16858,(203) 634-6060,PCY.0001859,"7 STONY HILL RD
CT 06801-1030
(41.416133, -73.402954)",7 STONY HILL RD,BETHEL,CT,06801-1030,361450
WALGREENS #07935,(203) 795-6001,PCY.0001073,"54 BOSTON POST RD
CT 06477-3201
(41.278591, -72.987113)",54 BOSTON POST RD,ORANGE,CT,06477-3201,246825
RITE AID #10376,(203) 377-8065,PCY.0001264,"3680 MAIN ST
CT 06614-4102
(41.209925, -73.12982)",3680 MAIN ST,STRATFORD,CT,06614-4102,38438
CVS PHARMACY #6702,(203) 422-2022,PCY.0002226,"644 W PUTNAM AVE
CT 06830-6008
(41.017399, -73.647491)",644 W PUTNAM AVE,GREENWICH,CT,06830-6008,1041537
WALGREENS #04490,(860) 721-7224,PCY.0000951,"1100 SILAS DEANE HWY
CT 06109-4232
(41.691872, -72.656133)",1100 SILAS DEANE HWY,WETHERSFIELD,CT,06109-4232,37780
WALGREENS #03359,(203) 377-2851,PCY.0001539,"1606 BARNUM AVE
CT 06614-5301
(41.194919, -73.141837)",1606 BARNUM AVE,STRATFORD,CT,06614-5301,228049
STOP & SHOP SUPERMARKET #635,(203) 732-3907,PCY.0001371,"100 DIVISION ST
CT 06401-2147
(41.331904, -73.082006)",100 DIVISION ST,ANSONIA,CT,06401-2147,38672
RITE AID  #3264,(203) 469-4609,PCY.0001456,"10 HEMINGWAY AVE
CT 06512-3404
(41.266838, -72.872485)",10 HEMINGWAY AVE,EAST HAVEN,CT,06512-3404,247613
STOP & SHOP PHARMACY #659,203-798-0735,PCY.0001249,"72 NEWTOWN RD
CT 06810-6254
(41.405496, -73.420201)",72 NEWTOWN RD,DANBURY,CT,06810-6254,38431
SHOPRITE OF NEW LONDON,(860) 447-1194,PCY.0001743,"351 N FRONTAGE RD
CT 06320-2628
(41.369902, -72.118165)",351 N FRONTAGE RD,NEW LONDON,CT,06320-2628,225180
RITE AID  #441,203-777-7248,PCY.0001045,"66 CHURCH ST
CT 06510-3304
(41.305271, -72.926349)",66 CHURCH ST,NEW HAVEN,CT,06510-3304,225197
RITE AID  #10364,(860) 767-2181,PCY.0001298,"125 WESTBROOK RD
CT 06426-1521
(41.340023, -72.414856)",125 WESTBROOK RD,ESSEX,CT,06426-1521,38452
STOP & SHOP PHARMACY #656,(203) 438-0340,PCY.0001926,"125 DANBURY ROAD; ROUTE
CT 06877
(41.294583, -73.492898)",125 DANBURY ROAD; ROUTE #35,RIDGEFIELD,CT,06877,387749
RITE AID  #10361,(203) 271-0282,PCY.0001147,"922 S MAIN ST
CT 06410-3419
(41.479488, -72.905777)",922 S MAIN ST,CHESHIRE,CT,06410-3419,38208
CVS PHARMACY #1089,(860) 290-2091,PCY.0001368,"20 BURNSIDE AVE
CT 06108-3403
(41.774302, -72.638702)",20 BURNSIDE AVE,EAST HARTFORD,CT,06108-3403,38669
"GENOA, A QOL HEALTHCARE COMPANY  LLC",(860) 288-2119,PCY.0002151,"444 CENTER ST
CT 06040-3926
(41.773096, -72.539112)",444 CENTER ST,MANCHESTER,CT,06040-3926,900273
BIG Y PHARMACY #17,(860) 684-4597,PCY.0002093,"87 W STAFFORD RD
CT 06076-1044
(41.968893, -72.331172)",87 W STAFFORD RD,STAFFORD SPRINGS,CT,06076-1044,472358
RITE AID  #10358,(860) 886-1417,PCY.0001661,"624 W MAIN ST
CT 06360-6043
(41.515644, -72.101692)",624 W MAIN ST,NORWICH,CT,06360-6043,192826
BRASS MILL PHARMACY LLC,(203) 997-2009,PCY.0002329,"1405 E MAIN ST
CT 06705-1081
(41.547575, -73.018938)",1405 E MAIN ST UNIT 3,WATERBURY,CT,06705-1081,1327027
STOP & SHOP PHARMACY #622,8604892433,PCY.0001397,"211 HIGH ST
CT 06790-6301
(41.800017, -73.128676)",211 HIGH ST,TORRINGTON,CT,06790-6301,38873
CVS PHARMACY #231,(860) 871-1661,PCY.0001085,"142 TALCOTTVILLE RD
CT 06066-4705
(41.831216, -72.494495)",142 TALCOTTVILLE RD,VERNON,CT,06066-4705,38002
WATERBURY PHARMACY,(203) 757-2000,PCY.0002139,"197 E MAIN ST
CT 06702-2323
(41.554824, -73.037263)",197 E MAIN ST,WATERBURY,CT,06702-2323,530959
WALGREENS #06474,(203) 752-9893,PCY.0001778,"88 YORK ST
CT 06511-5619
(41.306019, -72.933447)",88 YORK ST,NEW HAVEN,CT,06511-5619,279100
CVS PHARMACY #1219,(203) 921-1313,PCY.0001529,"229 HOPE ST
CT 06906-1601
(41.068662, -73.526827)",229 HOPE ST,STAMFORD,CT,06906-1601,245056
RITE AID  #10357,(860) 564-5871,PCY.0001657,"20 PROSPECT ST
CT 06354-1425
(41.712921, -71.882092)",20 PROSPECT ST,MOOSUP,CT,06354-1425,191845
CVS PHARMACY #1060,(860) 621-1996,PCY.0001351,"326 MAIN ST
CT 06489-2508
(41.594212, -72.879411)",326 MAIN ST,SOUTHINGTON,CT,06489-2508,38659
CVS PHARMACY #1155,(860) 829-0800,PCY.0001367,"308 BERLIN TPKE
CT 06037-1506
(41.641259, -72.733553)",308 BERLIN TPKE,BERLIN,CT,06037-1506,38668
CVS PHARMACY #2525,(860) 563-9393,PCY.0001690,"323 CROMWELL AVE
CT 06067-1801
(41.661597, -72.678765)",323 CROMWELL AVE,ROCKY HILL,CT,06067-1801,239318
CVS PHARMACY #3795,(203) 762-5020,PCY.0001787,"93 OLD RIDGEFIELD RD
CT 06897-3023
(41.194117, -73.432019)",93 OLD RIDGEFIELD RD,WILTON,CT,06897-3023,284296
CVS PHARMACY #935,(203) 294-8890,PCY.0002223,"891 N COLONY RD
CT 06492-2437
(41.480738, -72.810614)",891 N COLONY RD,WALLINGFORD,CT,06492-2437,1040720
CVS PHARMACY #1775,(203) 325-5172,PCY.0002034,"1058 HOPE ST
CT 06907-2110
(41.094798, -73.518658)",1058 HOPE ST,STAMFORD,CT,06907-2110,427489
GRANBY PHARMACY LLC,(860) 653-2517,PCY.0000810,"9 HARTFORD AVE
CT 06035-2308
(41.9524, -72.787901)",9 HARTFORD AVE,GRANBY,CT,06035-2308,37564
CVS PHARMACY #2099,(860) 769-6870,PCY.0001792,"479 BLUE HILLS AVE
CT 06112-1514
(41.798743, -72.695523)",479 BLUE HILLS AVE,HARTFORD,CT,06112-1514,289298
STOP & SHOP #653,(203) 254-9461,PCY.0001426,"1790 POST RD E
CT 06880-5607
(41.138347, -73.30227)",1790 POST RD E,WESTPORT,CT,06880-5607,38886
CVS/PHARMACY #17324,(203) 278-5056,PCY.0002092,"20 W MAIN ST
CT 06401-1812
(41.342258, -73.079394)",20 W MAIN ST,ANSONIA,CT,06401-1812,472011
CVS/PHARMACY #17238,(203) 437-3674,PCY.0002069,"300 CHASE AVE
CT 06704-2246
(41.581404, -73.034475)",300 CHASE AVE,WATERBURY,CT,06704-2246,445112
